,graph_object,num_tasks,num_machines,weights,order,features,psize,GD_cost,LR_cost,RLP_cost,ETF-H_cost,weak_strongman_cost
51,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}], 'links': [{'source': 0, 'target': 6}, {'source': 0, 'target': 5}, {'source': 1, 'target': 3}, {'source': 2, 'target': 6}, {'source': 3, 'target': 6}, {'source': 3, 'target': 4}, {'source': 4, 'target': 6}]}",7,2,"[1, 1, 1, 1, 1, 1, 1]","[[0, 3, 4, 6], [1, 2, 5]]","[{'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.75}]","[3.5000048889, 3.5000048889, 1.9999899240999999, 2.9999972025000003, 1.9999899240999999, 1.0, 1.0]",20.67244213816862,20.76324013832814,20.60427,20.60427063817802,20.585057479767887
52,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}], 'links': [{'source': 1, 'target': 5}, {'source': 2, 'target': 5}, {'source': 3, 'target': 6}, {'source': 5, 'target': 6}]}",7,2,"[1, 1, 1, 1, 1, 1, 1]","[[1, 3, 0, 6], [2, 5, 4]]","[{'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.5}]","[1.9999899240999999, 4.0, 2.9999972025000003, 2.9999972025000003, 1.0, 1.9999899240999999, 1.0]",20.71905236078927,20.793225037982836,20.58506,20.60427063817802,20.869514530144063
53,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}], 'links': [{'source': 0, 'target': 3}, {'source': 0, 'target': 6}, {'source': 1, 'target': 2}, {'source': 1, 'target': 6}, {'source': 2, 'target': 4}, {'source': 4, 'target': 5}]}",7,2,"[1, 1, 1, 1, 1, 1, 1]","[[0, 2, 4, 5], [1, 3, 6]]","[{'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 5.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 4.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.0}]","[3.5000048889, 3.5000048889, 2.9999972025000003, 1.9999899240999999, 1.9999899240999999, 1.0, 1.0]",20.840482686349176,20.840482686349176,20.60427,20.604270638178015,20.78155271452132
54,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}], 'links': [{'source': 0, 'target': 6}, {'source': 0, 'target': 1}, {'source': 0, 'target': 4}, {'source': 1, 'target': 4}, {'source': 1, 'target': 3}, {'source': 1, 'target': 6}, {'source': 2, 'target': 6}, {'source': 2, 'target': 4}, {'source': 2, 'target': 5}, {'source': 4, 'target': 5}]}",7,2,"[1, 1, 1, 1, 1, 1, 1]","[[0, 1, 4, 6], [2, 3, 5]]","[{'constant': 1, 'num_descendants': 6.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 5.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.333333333333333}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.6666666666666665}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.333333333333333}]","[5.7072254404, 4.7072075521, 1.2927917401000002, 1.9999899240999999, 2.0000182084, 1.0, 1.0]",21.312264322388177,21.497858032095696,21.04805,21.461584032166854,21.699542565312125
55,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}], 'links': [{'source': 0, 'target': 1}, {'source': 0, 'target': 6}, {'source': 0, 'target': 3}, {'source': 0, 'target': 4}, {'source': 1, 'target': 6}, {'source': 2, 'target': 6}, {'source': 3, 'target': 4}, {'source': 3, 'target': 6}, {'source': 4, 'target': 6}]}",7,2,"[1, 1, 1, 1, 1, 1, 1]","[[0, 3, 4, 6], [2, 1, 5]]","[{'constant': 1, 'num_descendants': 5.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.5}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.7}]","[4.0, 1.9999899240999999, 2.9999972025000003, 2.9999972025000003, 1.9999899240999999, 1.0, 1.0]",20.668865807095536,20.770564298531237,20.58506,20.60427063817802,20.681412130062494
56,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}], 'links': [{'source': 0, 'target': 3}, {'source': 0, 'target': 2}, {'source': 0, 'target': 4}, {'source': 1, 'target': 4}, {'source': 1, 'target': 3}, {'source': 2, 'target': 6}, {'source': 3, 'target': 5}, {'source': 3, 'target': 6}, {'source': 4, 'target': 6}, {'source': 4, 'target': 5}]}",7,2,"[1, 1, 1, 1, 1, 1, 1]","[[0, 4, 2, 6], [1, 3, 5]]","[{'constant': 1, 'num_descendants': 6.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 5.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}]","[3.5000048889, 3.5000048889, 1.9999899240999999, 1.9999899240999999, 2.9999972025000003, 1.0, 1.0]",20.709881779402828,20.81833570034115,20.60427,20.63629721863083,20.956367669578654
57,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}], 'links': [{'source': 0, 'target': 3}, {'source': 0, 'target': 6}, {'source': 1, 'target': 3}, {'source': 2, 'target': 3}, {'source': 3, 'target': 5}]}",7,2,"[1, 1, 1, 1, 1, 1, 1]","[[0, 2, 3, 5], [1, 4, 6]]","[{'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.0}]","[4.0, 2.9999972025000003, 2.9999972025000003, 1.9999899240999999, 1.9999899240999999, 1.0, 1.0]",20.621865370854177,20.687645122392098,20.58506,20.58505747976789,20.7566303550217
58,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}], 'links': [{'source': 2, 'target': 3}, {'source': 2, 'target': 6}, {'source': 3, 'target': 6}, {'source': 3, 'target': 5}, {'source': 4, 'target': 6}]}",7,2,"[1, 1, 1, 1, 1, 1, 1]","[[2, 3, 1, 6], [4, 0, 5]]","[{'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.333333333333333}]","[1.9999899240999999, 1.9999899240999999, 4.0, 2.9999972025000003, 2.9999972025000003, 1.0, 1.0]",20.61070769061925,20.65954604727078,20.58506,20.63629721863083,20.99963552107049
59,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 2}, {'source': 0, 'target': 1}, {'source': 1, 'target': 6}, {'source': 1, 'target': 3}, {'source': 2, 'target': 7}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[0, 1, 4, 6, 7], [2, 5, 3]]","[{'constant': 1, 'num_descendants': 6.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}]","[8.0000162649, 4.0, 2.9999972025000003, 1.0, 2.9999972025000003, 1.9999899240999999, 1.9999899240999999, 1.0]",25.692892920416497,25.737797597611255,26.24191,25.534804948073724,27.2924618567542
60,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 7}, {'source': 0, 'target': 5}, {'source': 0, 'target': 6}, {'source': 1, 'target': 4}, {'source': 1, 'target': 3}, {'source': 2, 'target': 3}, {'source': 4, 'target': 6}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[0, 2, 7, 3], [1, 4, 5, 6]]","[{'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.5}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.0}]","[4.0, 4.0, 2.9999972025000003, 1.0, 2.9999972025000003, 1.9999899240999999, 1.0, 1.9999899240999999]",24.731733899919526,24.750907782557125,24.58506,24.58505747976789,25.071067811865476
61,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 2}, {'source': 1, 'target': 4}, {'source': 2, 'target': 3}, {'source': 3, 'target': 7}, {'source': 4, 'target': 7}, {'source': 4, 'target': 5}, {'source': 6, 'target': 7}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[0, 4, 2, 3, 7], [1, 6, 5]]","[{'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}]","[4.0, 4.0, 2.9999972025000003, 1.9999899240999999, 4.0, 1.0, 1.9999899240999999, 1.0]",25.174231809346033,25.237669923868424,25.12096,25.220731970159456,24.585057479767887
62,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 1}, {'source': 0, 'target': 2}, {'source': 0, 'target': 3}, {'source': 0, 'target': 6}, {'source': 1, 'target': 4}, {'source': 1, 'target': 2}, {'source': 3, 'target': 6}, {'source': 3, 'target': 7}, {'source': 5, 'target': 7}, {'source': 5, 'target': 6}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[0, 1, 4, 6], [5, 3, 2, 7]]","[{'constant': 1, 'num_descendants': 7.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.5}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.333333333333333}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.5}]","[4.0, 2.9999972025000003, 1.9999899240999999, 2.9999972025000003, 1.9999899240999999, 4.0, 1.0, 1.0]",24.8562328856728,24.8562328856728,24.58506,24.58505747976789,25.127264317704388
63,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 1}, {'source': 1, 'target': 2}, {'source': 1, 'target': 4}, {'source': 2, 'target': 4}, {'source': 2, 'target': 3}, {'source': 2, 'target': 5}, {'source': 3, 'target': 6}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[0, 1, 2, 3, 5], [7, 4, 6]]","[{'constant': 1, 'num_descendants': 7.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 6.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 5.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 4.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.5}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 4.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 5.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}]","[6.999993062500001, 6.0000012600999995, 5.000009044899999, 2.0000182084, 1.9999899240999999, 1.0, 1.0, 1.0]",26.213674293211746,26.63052649767588,26.31947,26.319472312187496,26.491045187441305
64,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 1}, {'source': 0, 'target': 3}, {'source': 1, 'target': 6}, {'source': 1, 'target': 3}, {'source': 3, 'target': 5}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[0, 1, 3, 6], [2, 4, 7, 5]]","[{'constant': 1, 'num_descendants': 5.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.5}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.5}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}]","[4.000080000400001, 3.0000664849, 3.9999200004000004, 2.0000747775999996, 2.9999279209, 1.0, 1.0, 1.9999333561000001]",24.873774960860068,24.912750773404497,24.58506,24.58505747976789,26.007669860932317
65,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 7}, {'source': 0, 'target': 6}, {'source': 1, 'target': 4}, {'source': 2, 'target': 3}, {'source': 3, 'target': 5}, {'source': 3, 'target': 6}, {'source': 4, 'target': 6}, {'source': 5, 'target': 7}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[0, 2, 3, 5, 7], [1, 4, 6]]","[{'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 5.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.6666666666666665}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}]","[5.470406432100001, 2.5295948209000003, 4.470433635599999, 3.4704336681, 1.5295752976, 1.9999899240999999, 1.0, 1.0]",25.500956646921033,25.57802234910801,25.11515,25.37961458528104,24.68733010845714
66,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 4}, {'source': 0, 'target': 6}, {'source': 1, 'target': 2}, {'source': 2, 'target': 6}, {'source': 4, 'target': 7}, {'source': 5, 'target': 7}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[0, 5, 2, 7], [1, 4, 3, 6]]","[{'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.5}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.5}]","[4.0000400001, 3.9999600000999997, 2.0000182084, 1.9999899240999999, 2.9999972025000003, 3.0000318436, 1.0, 1.0]",24.65286029617001,24.728278877355397,24.58506,24.58505747976789,24.940946820939043
67,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 3}, {'source': 0, 'target': 7}, {'source': 0, 'target': 4}, {'source': 0, 'target': 2}, {'source': 1, 'target': 6}, {'source': 2, 'target': 5}, {'source': 3, 'target': 5}, {'source': 3, 'target': 4}, {'source': 4, 'target': 5}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[0, 3, 4, 6], [1, 2, 7, 5]]","[{'constant': 1, 'num_descendants': 6.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.5}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.1666666666666665}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.0}]","[4.0, 4.0, 2.9999972025000003, 2.9999972025000003, 1.9999899240999999, 1.0, 1.0, 1.9999899240999999]",24.81174990268476,24.820746002943608,24.58506,24.58505747976789,25.153186237574598
68,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 2}, {'source': 0, 'target': 4}, {'source': 1, 'target': 5}, {'source': 1, 'target': 4}, {'source': 1, 'target': 3}, {'source': 2, 'target': 6}, {'source': 3, 'target': 7}, {'source': 4, 'target': 7}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[1, 3, 4, 6], [0, 2, 5, 7]]","[{'constant': 1, 'num_descendants': 5.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 5.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}]","[4.0, 4.0, 2.9999972025000003, 2.9999972025000003, 1.9999899240999999, 1.9999899240999999, 1.0, 1.0]",24.710685039184447,24.715624077677674,24.58506,24.58505747976789,24.94933965561091
69,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 4}, {'source': 0, 'target': 2}, {'source': 0, 'target': 6}, {'source': 1, 'target': 2}, {'source': 2, 'target': 5}, {'source': 2, 'target': 3}, {'source': 4, 'target': 6}, {'source': 5, 'target': 6}, {'source': 6, 'target': 7}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[0, 2, 5, 6, 7], [1, 4, 3]]","[{'constant': 1, 'num_descendants': 7.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 6.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 5.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 4.0}]","[4.0, 4.0, 4.0, 1.0, 1.9999899240999999, 2.9999972025000003, 1.9999899240999999, 1.0]",25.29864366307662,25.37923235876334,25.12096,25.220731970159452,25.535146005435735
70,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 6}, {'source': 1, 'target': 5}, {'source': 1, 'target': 7}, {'source': 4, 'target': 6}, {'source': 4, 'target': 5}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[1, 0, 3, 5], [4, 2, 7, 6]]","[{'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.0}]","[2.9999972025000003, 4.0, 2.9999972025000003, 1.9999899240999999, 4.0, 1.0, 1.0, 1.9999899240999999]",24.781018388721353,24.836117153470706,24.58506,24.58505747976789,25.6184376745875
71,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 7}, {'source': 0, 'target': 3}, {'source': 0, 'target': 5}, {'source': 0, 'target': 1}, {'source': 0, 'target': 2}, {'source': 1, 'target': 3}, {'source': 1, 'target': 6}, {'source': 1, 'target': 5}, {'source': 1, 'target': 7}, {'source': 4, 'target': 5}, {'source': 4, 'target': 6}, {'source': 5, 'target': 7}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[0, 1, 5, 6], [4, 2, 3, 7]]","[{'constant': 1, 'num_descendants': 7.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 5.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.5}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.333333333333333}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.5}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.7777777777777777}]","[4.0, 2.9999972025000003, 2.9999972025000003, 1.9999899240999999, 4.0, 1.9999899240999999, 1.0, 1.0]",24.94736331467988,24.94736331467988,24.58506,24.58505747976789,25.563745091847352
